Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HGT
401,Robert Traylor\traylro01,PF,24,CHH,61,1,678,4.6,10.8,0.426,0.1,0.1,1,4.6,10.8,0.424,2.8,4.5,0.631,3.6,6.4,9.9,2,1.3,2,2.4,6.7,12.1,2.03
402,Gary Trent\trentga01,PF,27,MIN,64,10,1140,6.1,12,0.507,0,0.1,0,6.1,12,0.509,2.9,4.5,0.639,3.3,5.2,8.5,1.9,0.7,0.9,1.8,5.1,15.1,2.03
403,Jeff Trepagnier\trepaje01,SG,22,CLE,12,0,77,3.3,10.8,0.304,0,0.5,0,3.3,10.3,0.318,1.9,3.3,0.571,1.4,4.2,5.6,5.6,3.7,1.9,5.1,3.7,8.4,1.93
404,Jake Tsakalidis\tsakaja01,C,22,PHO,67,47,1582,4.3,9.1,0.475,0,0,0,4.3,9.1,0.476,2.5,3.6,0.698,3,5.6,8.5,0.5,0.5,1.6,1.8,4.4,11.2,2.18
405,Hedo Türkoğlu\turkohe01,SF,22,SAC,80,10,1970,5.3,12.6,0.422,1.2,3.1,0.368,4.1,9.4,0.44,3.1,4.2,0.726,1.2,5.5,6.6,3,1,0.6,1.5,3.4,14.8,2.08
406,Nick Van Exel\vanexni01,PG-SG,30,TOT,72,46,2496,7.2,17.7,0.409,1.7,5,0.34,5.5,12.6,0.436,2.9,3.6,0.801,0.4,3.3,3.7,6.9,0.6,0.2,2.3,1.5,19.1,1.85
407,Keith Van Horn\vanhoke01,SF,26,NJN,81,81,2465,6.9,15.9,0.433,1.5,4.3,0.345,5.4,11.6,0.465,2.3,2.8,0.8,2,6.9,8.9,2.4,0.9,0.6,2.1,3.2,17.5,2.08
408,Ratko Varda\vardara01,C,22,DET,1,0,6,12,18,0.667,0,0,,12,18,0.667,6,6,1,0,6,6,0,0,0,6,18,30,2.16
409,Jacque Vaughn\vaughja01,PG,26,ATL,82,16,1856,4,8.5,0.47,0.5,1,0.444,3.5,7.4,0.474,2,2.4,0.825,0.3,2.9,3.3,6.8,1.3,0,2.2,3.5,10.5,1.85
410,Jake Voskuhl\voskuja01,C,24,PHO,59,34,900,4.3,7.7,0.554,0,0,,4.3,7.7,0.554,3.3,4.4,0.752,4.1,5.9,10,0.7,0.4,0.9,1.9,5.6,11.8,2.11
411,Antoine Walker\walkean02,PF,25,BOS,81,81,3406,7,17.9,0.394,2.3,6.8,0.344,4.7,11,0.425,2.5,3.4,0.741,1.6,6,7.5,4.3,1.3,0.4,2.7,2.5,19,2.03
412,Samaki Walker\walkesa01,PF,25,LAL,69,63,1655,4.1,7.9,0.512,0,0,,4.1,7.9,0.512,1.9,2.8,0.667,2.8,7.7,10.5,1.4,0.6,1.9,1.2,3.7,10,2.06
413,Ben Wallace*\wallabe01,C,27,DET,80,80,2921,3.1,5.9,0.531,0,0,0,3.1,5.9,0.535,1.2,2.9,0.423,3.9,8.9,12.8,1.4,1.7,3.4,0.9,2.2,7.5,2.06
414,Gerald Wallace\wallage01,SF,19,SAC,54,1,430,6.3,14.7,0.429,0,0.6,0,6.3,14.1,0.446,1.9,3.9,0.5,4.1,3.3,7.5,2.3,1.6,0.5,1.8,3.9,14.5,2.01
415,John Wallace\wallajo01,SF,27,PHO,46,0,490,6.8,15.7,0.435,0.4,1,0.385,6.5,14.8,0.438,2.9,3.4,0.87,2,4.3,6.2,2.1,0.8,0.7,2.1,4.4,17,2.03
416,Rasheed Wallace\wallara01,PF,27,POR,79,79,2963,7.3,15.6,0.469,1.4,3.9,0.36,5.9,11.8,0.504,2.4,3.3,0.734,1.7,6.2,7.8,1.8,1.2,1.2,1.6,2.6,18.5,2.08
417,Charlie Ward\wardch01,PG,31,NYK,63,0,1058,3.8,10.3,0.373,1.8,5.6,0.323,2,4.7,0.432,1.6,2,0.81,0.5,3.8,4.3,6.9,2.3,0.5,2.6,3.4,11.1,1.88
418,Earl Watson\watsoea01,PG,22,SEA,64,0,964,3.6,7.9,0.453,0.6,1.6,0.364,3,6.3,0.476,0.9,1.3,0.639,1.2,1.9,3.1,4.7,2.2,0.2,1.9,3.5,8.6,1.85
419,Clarence Weatherspoon\weathcl01,PF,31,NYK,56,41,1728,3.9,9.4,0.418,0,0,,3.9,9.4,0.418,2.4,3,0.795,3.1,6.5,9.6,1.2,0.8,1,1,2.7,10.3,1.98
420,Chris Webber*\webbech01,PF,28,SAC,54,54,2071,9.2,18.7,0.495,0.1,0.3,0.263,9.2,18.4,0.499,4.4,5.9,0.749,2.6,6.9,9.5,4.5,1.6,1.3,2.7,3.1,23,2.06
421,Bonzi Wells\wellsbo01,SG,25,POR,74,69,2348,7.5,15.9,0.469,1,2.6,0.384,6.5,13.3,0.486,3.3,4.4,0.741,1.9,5,6.8,3.1,1.7,0.4,2.9,3.2,19.2,1.96
422,David Wesley\wesleda01,SG,31,CHH,67,63,2487,5.3,13.2,0.4,1.2,3.7,0.332,4,9.5,0.427,2,2.7,0.734,0.6,1.4,2.1,3.4,1.1,0.2,1.7,2.1,13.8,1.83
423,Jahidi White\whiteja01,C,25,WAS,71,69,1346,4,7.5,0.538,0,0,,4,7.5,0.538,2.2,4.1,0.539,4.3,7.6,11.9,0.5,0.7,2,1.7,4.4,10.2,2.06
424,Rodney White\whitero02,SF,21,DET,16,0,129,5.9,16.7,0.35,0.6,2.5,0.222,5.3,14.2,0.373,3.3,3.9,0.857,0.6,4.5,5,3.3,2.5,0.6,3.9,1.7,15.6,2.06
425,Chris Whitney\whitnch01,PG,30,WAS,82,81,2171,4.5,10.9,0.418,2.2,5.4,0.406,2.4,5.5,0.429,2.6,2.9,0.88,0.2,2.3,2.5,5.2,1.2,0.1,1.4,3,13.8,1.83
426,Aaron Williams\williaa01,PF,30,NJN,82,13,1546,5.4,10.2,0.526,0,0,0,5.4,10.2,0.529,3,4.3,0.699,2.7,5.2,7.9,1.8,0.7,1.8,1.8,4.9,13.8,2.06
427,Alvin Williams\willial02,PG,27,TOR,82,82,2927,5,11.9,0.415,0.8,2.4,0.321,4.2,9.6,0.438,1.3,1.7,0.736,0.7,2.7,3.5,5.8,1.7,0.3,1.8,2.3,11.9,1.96
428,Eric Williams\willier01,SF,29,BOS,74,30,1747,3,7.9,0.374,0.5,1.8,0.279,2.5,6.2,0.401,3.3,4.5,0.731,1.2,3.4,4.6,2.2,1.6,0.2,2,3.7,9.7,2.03
429,Jason Williams\willija02,PG,26,MEM,65,65,2236,6.1,15.9,0.382,2,6.9,0.295,4,8.9,0.449,1.3,1.6,0.792,0.4,2.8,3.1,8.4,1.8,0.1,3.4,1.6,15.4,1.85
430,Jerome Williams\willije01,PF,28,TOR,68,32,1641,4.2,8.5,0.49,0,0,,4.2,8.5,0.49,3,4.5,0.676,3.6,4.8,8.5,1.6,1.7,0.5,1.5,3.4,11.4,2.06
431,Monty Williams\willimo01,SF,30,ORL,68,19,1284,5.6,10.1,0.547,0,0.1,0,5.6,10,0.553,2.5,3.8,0.657,2.2,4.3,6.6,2.7,1.4,0.5,2.4,3.8,13.6,2.03
432,Scott Williams\willisc01,PF,33,DEN,41,16,737,4.2,10.6,0.396,0,0.1,0,4.2,10.5,0.4,1.5,2,0.732,4,6.2,10.2,0.6,0.8,1.6,1.7,4.8,9.9,2.08
433,Shammond Williams\willish01,SG,26,SEA,50,2,603,4.8,11.5,0.42,1.7,4.5,0.373,3.2,7,0.449,1.9,2.3,0.795,1,2.8,3.8,5,1.3,0.1,2.1,2.1,13.2,1.85
434,Walt Williams\williwa02,SF,31,HOU,48,25,1117,5.4,12.8,0.419,2.5,5.9,0.426,2.8,6.9,0.413,1.3,1.6,0.784,1.2,4,5.2,2.2,0.6,0.3,1.7,3.4,14.5,2.03
435,Corliss Williamson\willico02,SF,28,DET,78,7,1701,8.7,17.1,0.51,0,0.1,0.2,8.7,17,0.512,5.1,6.3,0.805,2.5,4.3,6.8,2,1,0.6,2.9,4.8,22.5,2.01
436,Kevin Willis\willike02,PF,39,HOU,52,5,865,5.2,11.8,0.44,0,0,0,5.2,11.8,0.442,2.7,3.6,0.747,4.4,8.1,12.4,0.6,1,1,1.7,4.1,13.1,2.13
437,Loren Woods\woodslo01,C,23,MIN,60,0,516,2.3,6.7,0.344,0,0.1,0,2.3,6.6,0.351,3.1,4.2,0.733,3.2,5.3,8.5,1.5,1.2,2.4,2.5,4.2,7.7,2.16
438,Metta World Peace\artesro01,SF,22,TOT,55,50,1642,5.9,13.9,0.423,1.2,3.7,0.312,4.7,10.2,0.464,3,4.5,0.667,1.6,4.3,5.9,2.8,3.1,0.9,2.6,4.8,15.9,2.01
439,Lorenzen Wright\wrighlo02,C,26,MEM,43,33,1251,6.4,14,0.459,0,0.1,0,6.4,13.9,0.461,2,3.5,0.569,3.7,7.9,11.7,1.3,0.9,0.7,2.1,3.6,14.8,2.11
440,Wang Zhizhi\zhizhwa01,C,24,DAL,55,0,600,6.5,14.9,0.44,2.9,7,0.414,3.7,7.9,0.462,2.5,3.4,0.737,1.1,5.5,6.7,1.3,0.7,1.1,1.5,5,18.5,2.13
