Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HGT
367,Jamal Sampson\sampsja01,C,23,DEN,22,3,125,2.6,4,0.643,0,0.3,0,2.6,3.7,0.692,1.7,4,0.429,4.3,9.5,13.8,1.4,0.6,2,2.9,4.9,6.9,2.11
368,Brian Scalabrine\scalabr01,PF,28,BOS,54,17,1027,2.7,6.7,0.403,1.5,3.9,0.4,1.2,2.8,0.407,0.6,0.8,0.783,0.8,2.8,3.7,2.1,0.8,0.6,1.5,4.6,7.6,2.06
369,Luke Schenscher\schenlu01,C,24,POR,11,0,118,2.1,7,0.304,0,0,,2.1,7,0.304,1.5,2.1,0.714,3.1,4.6,7.6,0.3,0.6,1.2,1.2,7.6,5.8,2.16
370,Thabo Sefolosha\sefolth01,SG,22,CHI,71,4,868,4.5,10.6,0.426,0.6,1.7,0.357,3.9,8.9,0.439,1,1.9,0.511,1.5,4.9,6.3,2.5,1.4,0.5,2.5,4.1,10.6,1.98
371,Mouhamed Sene\senesa01,C,20,SEA,28,3,169,3.8,10.4,0.367,0,0,,3.8,10.4,0.367,3.6,6.2,0.586,3.4,6.2,9.6,0,0.6,2.6,2.3,7,11.3,2.11
372,Wayne Simien\simiewa01,PF,23,MIA,8,0,93,3.5,8.9,0.391,0,0,,3.5,8.9,0.391,1.9,2.7,0.714,1.9,2.3,4.3,1.5,0.8,0,1.2,5,8.9,2.06
373,Cedric Simmons\simmoce01,PF,21,NOK,43,4,534,3.7,8.9,0.417,0,0,,3.7,8.9,0.417,1.1,2.2,0.485,3,4.2,7.2,0.8,0.5,1.6,1.5,5.1,8.5,2.06
374,James Singleton\singlja01,PF,25,LAC,53,0,376,2.9,7.9,0.366,0.3,1.3,0.214,2.6,6.5,0.397,2.1,2.8,0.759,3.4,6.7,10.1,1.6,1.4,1.6,1.6,4.3,8.1,2.03
375,Brian Skinner\skinnbr01,PF,30,MIL,67,44,1523,2.9,6,0.49,0,0,,2.9,6,0.49,1.1,1.9,0.582,2.5,6.6,9.1,1.4,0.4,1.5,1.8,4.6,6.9,2.06
376,Uroš Slokar\slokaur01,C,23,TOR,20,0,72,7,13,0.538,0.5,1,0.5,6.5,12,0.542,4.5,6.5,0.692,3.5,3.5,7,0.5,0.5,1,4.5,5.5,19,2.08
377,Craig Smith\smithcr01,PF,23,MIN,82,5,1537,5.8,10.8,0.531,0,0.1,0,5.8,10.7,0.538,2.7,4.4,0.624,3.5,6.3,9.7,1.1,1.2,0.4,1.7,5.2,14.2,2.01
378,J.R. Smith\smithjr01,SG,21,DEN,63,24,1471,7,15.8,0.441,3.6,9.3,0.39,3.3,6.4,0.515,2.5,3.1,0.81,0.7,2.8,3.5,2.2,1.2,0.2,2.1,3.6,20,1.98
379,Joe Smith\smithjo02,PF,31,TOT,65,11,1503,5.1,11.4,0.449,0,0.1,0,5.1,11.3,0.453,3,3.5,0.845,2.9,6.7,9.6,1.2,0.9,0.6,1.8,3.5,13.2,2.08
380,Josh Smith\smithjo03,SF,21,ATL,72,72,2647,5.9,13.5,0.439,0.5,2.1,0.25,5.4,11.4,0.473,3.6,5.3,0.693,2.2,6.2,8.4,3.2,1.4,2.8,3.1,3.3,16,2.06
381,Steven Smith\smithst03,PF,23,PHI,8,0,28,2.6,10.3,0.25,0,0,,2.6,10.3,0.25,1.3,2.6,0.5,1.3,6.4,7.7,0,1.3,0,2.6,5.1,6.4,2.03
382,Eric Snow\snower01,PG,33,CLE,82,45,1929,2.5,6,0.417,0,0.1,0,2.5,6,0.422,1.3,2.1,0.637,0.7,2.9,3.5,6.2,1,0.3,2.1,3.5,6.4,1.90
383,Kirk Snyder\snydeki01,SF,23,HOU,39,1,563,4.2,9.3,0.452,0.7,2.8,0.25,3.5,6.5,0.539,3.1,4.8,0.653,1.1,4.2,5.3,2.5,0.7,0.8,1.7,3.3,12.3,1.98
384,Darius Songaila\songada01,PF,28,WAS,37,1,700,6.1,11.6,0.524,0,0.1,0,6.1,11.5,0.529,2.4,2.8,0.852,2.3,4.6,6.9,2,0.9,0.5,2.2,5.4,14.5,2.06
385,Pape Sow\sowpa01,C,25,TOR,7,0,34,3.2,9.5,0.333,0,0,,3.2,9.5,0.333,4.2,6.4,0.667,6.4,5.3,11.6,2.1,1.1,1.1,1.1,2.1,10.6,2.08
386,Vassilis Spanoulis\spanova01,SG,24,HOU,31,0,272,3,9.5,0.319,0.7,3.8,0.172,2.4,5.7,0.419,4.5,5.6,0.81,0.7,2.3,2.9,3.7,0.9,0.1,3.8,4.4,11.3,1.93
387,Jerry Stackhouse\stackje01,SF,32,DAL,67,8,1615,6.2,14.6,0.428,1.4,3.6,0.383,4.9,11,0.443,4.1,4.8,0.847,0.9,2.4,3.2,4.2,1.1,0.2,2.6,1.7,17.9,1.98
388,DeShawn Stevenson\stevede01,SG,25,WAS,82,82,2419,5.2,11.2,0.461,1.1,2.7,0.404,4.1,8.5,0.479,2.3,3.2,0.704,0.8,2.4,3.2,3.2,1,0.3,1.8,2.3,13.7,1.96
389,Peja Stojaković\stojape01,SF,29,NOK,13,13,425,7,16.6,0.423,2.9,7.1,0.405,4.2,9.5,0.438,2.6,3.2,0.816,0.9,3.6,4.6,0.9,0.7,0.3,1.6,2.5,19.6,2.08
390,Damon Stoudamire\stoudda01,PG,33,MEM,62,51,1501,4.1,10.5,0.391,1.4,4.2,0.337,2.7,6.3,0.427,1.6,2,0.795,0.7,2.6,3.3,7.2,1.1,0,2.4,2.3,11.2,1.78
391,Salim Stoudamire\stoudsa01,SG,24,ATL,61,0,1034,6.2,14.8,0.416,1.9,5.4,0.361,4.2,9.4,0.448,2.1,2.4,0.897,0.2,2.4,2.6,2.1,0.7,0.1,1.9,3.1,16.4,1.85
392,Amar'e Stoudemire\stoudam01,C,24,PHO,82,78,2689,8.1,14.1,0.575,0,0,0,8.1,14.1,0.577,6.1,7.8,0.781,3,7.6,10.5,1.1,1,1.5,3.1,3.9,22.4,2.08
393,Mike Sweetney\sweetmi01,C,24,CHI,48,0,385,5.4,12.5,0.433,0,0,,5.4,12.5,0.433,3.5,6.2,0.561,4.2,7,11.2,2.6,0.8,1,3.9,7.4,14.3,2.03
394,Stromile Swift\swiftst01,C,27,MEM,54,18,1029,5.6,12.1,0.465,0,0.2,0,5.6,11.9,0.472,3.4,4.7,0.724,3,5.8,8.7,0.6,1,2.2,2.4,5.1,14.7,2.06
395,Wally Szczerbiak\szczewa02,SF,29,BOS,32,19,900,6.4,15.5,0.415,1.8,4.2,0.415,4.7,11.3,0.415,4.5,5,0.897,0.6,3.3,3.9,2.2,0.7,0.1,2.2,2.6,19.2,2.01
396,Donell Taylor\taylodo01,SG,24,WAS,47,1,369,5.5,13.7,0.4,0.3,1.7,0.176,5.2,12,0.431,1.1,2,0.524,1.4,3.8,5.2,4.4,1.7,0.3,2.4,3.3,12.3,1.98
397,Maurice Taylor\tayloma01,PF,30,SAC,12,2,103,2.8,9.8,0.286,0,0,,2.8,9.8,0.286,2.8,4.5,0.615,3.5,6.3,9.8,1.7,1.4,0.3,2.1,5.6,8.4,2.06
398,Sebastian Telfair\telfase01,PG,21,BOS,78,30,1578,4,10.8,0.371,0.8,2.9,0.289,3.2,7.9,0.402,2.1,2.5,0.818,0.4,2.1,2.5,5,1,0.3,2.2,3.8,10.9,1.83
399,Jason Terry\terryja01,SG,29,DAL,81,80,2846,6.5,13.4,0.484,2,4.7,0.438,4.5,8.8,0.508,2,2.5,0.804,0.5,2.4,2.9,5.3,1,0.2,1.9,2.2,17.1,1.88
400,Etan Thomas\thomaet01,C,28,WAS,65,32,1246,4.6,8,0.574,0,0,,4.6,8,0.574,2.2,4,0.558,3.9,7,10.9,0.8,0.6,2.6,2.1,4.7,11.4,2.06
401,Kenny Thomas\thomake01,PF,29,SAC,62,53,1412,3.7,7.7,0.482,0,0,0,3.7,7.7,0.483,1,1.9,0.513,3.4,6.2,9.6,1.9,1.1,0.4,2.3,3.6,8.4,2.01
402,Kurt Thomas\thomaku01,C,34,PHO,67,13,1208,3.8,7.7,0.486,0,0,0,3.8,7.7,0.488,1.7,2.1,0.789,2.6,8.7,11.3,0.7,0.7,0.9,1,4.6,9.2,2.06
403,Tim Thomas\thomati01,PF,29,LAC,76,24,2054,5.2,12.7,0.414,2.4,6.2,0.382,2.9,6.4,0.444,1.8,2.5,0.708,1.1,5.5,6.6,3,1,0.5,1.9,4,14.7,2.08
404,Tyrus Thomas\thomaty01,PF,20,CHI,72,4,966,5,10.5,0.475,0,0.1,0,5,10.4,0.479,4,6.5,0.606,3.3,6.7,10,1.5,1.7,2.8,3.5,6,13.9,2.06
405,Dijon Thompson\thompdi01,SF,23,ATL,6,0,50,4.3,10.8,0.4,0,1.4,0,4.3,9.4,0.462,3.6,4.3,0.833,2.2,3.6,5.8,1.4,0,0,0.7,1.4,12.2,2.01
406,Jamaal Tinsley\tinslja01,PG,28,IND,72,72,2243,5.6,14.3,0.389,1,3.1,0.316,4.6,11.2,0.409,2.8,3.8,0.72,1,2.9,3.9,7.9,1.9,0.4,3.2,3,14.8,1.90
407,Jake Tsakalidis\tsakaja01,C,27,TOT,36,7,390,2.7,6.6,0.403,0,0,,2.7,6.6,0.403,2.4,3.6,0.667,3.9,5.7,9.6,0.5,0.7,1.1,2.2,4.7,7.8,2.18
408,P.J. Tucker\tuckepj01,SF,21,TOR,17,0,83,4.8,9.5,0.5,0,0,,4.8,9.5,0.5,3.5,6.1,0.571,4.8,5.2,10,1.3,0.9,0,2.6,5.2,13,1.96
409,Ronny Turiaf\turiaro01,C,24,LAL,72,1,1087,4.9,8.9,0.549,0,0,0,4.9,8.8,0.551,2.9,4.4,0.664,2.9,5.7,8.6,2.1,0.6,2.6,1.7,6.7,12.7,2.08
410,Hedo Türkoğlu\turkohe01,SF,27,ORL,73,73,2268,5.5,13.1,0.419,1.7,4.5,0.388,3.7,8.6,0.435,2.7,3.5,0.781,0.9,3.7,4.7,3.7,1.1,0.3,2.3,3.5,15.4,2.08
411,Ime Udoka\udokaim01,SF,29,POR,75,75,2144,4,8.6,0.461,1.5,3.7,0.406,2.5,5,0.502,1.1,1.5,0.742,1.6,3.1,4.7,1.9,1.2,0.3,1.2,3.5,10.6,1.98
412,Beno Udrih\udrihbe01,PG,24,SAS,73,1,948,4.8,13.1,0.369,1.3,4.4,0.287,3.6,8.7,0.41,2,2.3,0.883,0.4,2.7,3.1,4.6,1,0,2.1,2.7,12.9,1.90
413,Anderson Varejão\varejan01,C,24,CLE,81,6,1932,3.6,7.5,0.476,0,0.2,0,3.6,7.3,0.487,3.1,5,0.616,3.6,6.6,10.2,1.4,1.4,1,1.2,5,10.2,2.08
414,Jacque Vaughn\vaughja01,PG,31,SAS,64,4,760,3.4,7.9,0.425,0,0.1,0.5,3.3,7.8,0.424,2.3,3.1,0.754,0.4,2.8,3.2,6.2,1.1,0.1,1.9,3.5,9.1,1.85
415,Charlie Villanueva\villach01,PF,22,MIL,39,17,984,6.6,14,0.47,1.1,3.1,0.337,5.5,10.9,0.508,2.7,3.3,0.82,2.3,6.1,8.3,1.3,0.9,0.4,2,4,16.9,2.11
416,Marcus Vinicius\vincima01,SF,22,NOK,13,0,103,2.4,5.2,0.467,1,2.4,0.429,1.4,2.8,0.5,1.7,2.4,0.714,0.7,3.1,3.8,1.7,0.7,0.3,2.1,3.5,7.7,2.03
417,Jake Voskuhl\voskuja01,C,29,CHA,73,9,1043,4.2,8.8,0.475,0,0,,4.2,8.8,0.475,2.7,3.9,0.681,2.9,5.9,8.8,1.5,1,0.8,1.9,6.9,11,2.11
418,Sasha Vujačić\vujacsa01,SG,22,LAL,73,4,935,4,10.3,0.392,2.3,6.2,0.373,1.7,4.1,0.421,1.7,1.9,0.878,1.1,3,4.1,2.5,1.6,0,1.2,4,12.1,2.01
419,Dwyane Wade\wadedw01,SG,25,MIA,51,50,1931,8.8,17.9,0.491,0.4,1.5,0.266,8.4,16.5,0.511,8.1,10,0.807,1,3.5,4.5,7.2,2,1.2,4,2.2,26,1.93
420,Von Wafer\wafervo01,SF,21,LAC,1,0,1,0,36,0,0,36,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1.96
421,Dajuan Wagner\wagneda02,SG,23,GSW,1,0,7,5.1,5.1,1,5.1,5.1,1,0,0,,5.1,10.3,0.5,0,0,0,5.1,0,0,5.1,5.1,20.6,1.88
422,Antoine Walker\walkean02,PF,30,MIA,78,15,1818,5.2,13.2,0.397,1.7,6,0.275,3.6,7.2,0.499,0.9,2.1,0.438,1.8,4.9,6.7,2.6,1,0.3,2.8,3.4,13.1,2.03
423,Ben Wallace*\wallabe01,C,32,CHI,77,77,2697,2.6,5.7,0.453,0,0.1,0.2,2.5,5.6,0.456,1.5,3.6,0.408,4,6.9,11,2.5,1.5,2.1,1.3,2,6.6,2.06
424,Gerald Wallace\wallage01,SF,24,CHA,72,71,2640,6.5,13,0.502,0.5,1.6,0.325,6,11.3,0.528,4.2,6.1,0.691,1.9,5.1,7.1,2.5,2,0.9,2.2,2.8,17.8,2.01
425,Rasheed Wallace\wallara01,C,32,DET,75,72,2419,5.3,12.5,0.423,1.5,4.4,0.351,3.8,8.1,0.463,1.6,2,0.788,1.3,6.7,8.1,1.9,1.1,1.8,1.4,3.3,13.8,2.08
426,Luke Walton\waltolu01,SF,26,LAL,60,60,1982,4.8,10.1,0.474,0.9,2.3,0.387,3.9,7.9,0.499,2,2.6,0.745,1.6,3.9,5.5,4.7,1.1,0.4,2.1,2.1,12.4,2.03
427,Hakim Warrick\warriha01,PF,24,MEM,82,43,2152,6.2,11.9,0.524,0,0.1,0,6.2,11.8,0.53,5,6.5,0.771,2.2,4.9,7,1.3,0.7,0.5,2.7,3.9,17.5,2.06
428,Earl Watson\watsoea01,PG,27,SEA,77,25,2152,4.4,11.5,0.383,1.5,4.7,0.329,2.9,6.8,0.42,1.8,2.5,0.735,0.6,2.5,3.1,7.3,1.7,0.4,2.8,2.5,12.1,1.85
429,Chris Webber*\webbech01,PF,33,TOT,61,60,1821,5.7,12.6,0.452,0.1,0.2,0.364,5.6,12.4,0.454,2,3.2,0.638,2.5,6.2,8.6,3.7,1.2,0.8,2.1,2.8,13.5,2.06
430,Martell Webster\webstma02,SF,20,POR,82,27,1759,4,10.1,0.396,1.9,5.1,0.364,2.1,5,0.43,1.9,2.7,0.705,0.9,4,4.9,1.1,0.7,0.4,1.6,2.6,11.7,2.01
431,Bonzi Wells\wellsbo01,SF,30,HOU,28,1,590,5.2,12.6,0.411,0.1,0.4,0.143,5.1,12.2,0.42,2.8,5,0.561,1.6,5.7,7.3,1.9,1.5,0.8,3.5,3.8,13.2,1.96
432,David Wesley\wesleda01,SG,36,CLE,35,5,352,2.3,7.7,0.293,0.9,3.9,0.237,1.3,3.8,0.351,2,2.9,0.714,0.3,3.3,3.6,3.8,1.2,0.4,1.7,3.3,7.5,1.83
433,David West\westda01,PF,26,NOK,52,52,1900,7.1,15,0.476,0.2,0.5,0.32,7,14.5,0.481,3.5,4.3,0.824,2.4,5.6,8,2.2,0.8,0.7,1.9,2.7,18,2.06
434,Delonte West\westde01,SG,23,BOS,69,47,2219,5,11.6,0.427,1.1,2.9,0.365,3.9,8.7,0.447,2.7,3.2,0.853,0.5,2.9,3.4,4.9,1.2,0.6,2.3,2.5,13.7,1.93
435,James White\whiteja02,SG,24,SAS,6,2,137,4.7,10.8,0.439,0.5,1.8,0.286,4.2,8.9,0.471,3.2,3.9,0.8,0.8,4.5,5.3,1.3,0.8,0.3,1.3,1.8,13.1,2.01
436,Chris Wilcox\wilcoch01,PF,24,SEA,82,81,2586,6,11.4,0.529,0,0.1,0,6,11.3,0.533,3.3,4.9,0.684,2.5,6.3,8.8,1.1,1,0.5,1.8,3.5,15.4,2.08
437,Damien Wilkins\wilkida02,SF,27,SEA,82,31,2037,4.6,10.6,0.435,0.9,2.2,0.41,3.7,8.5,0.442,2.7,3,0.882,1.5,2.5,4,2.8,1.6,0.3,2.1,2.8,12.8,1.98
438,Mike Wilks\wilksmi01,PG,27,SEA,47,4,534,4.4,9.5,0.468,0.3,1,0.333,4.1,8.5,0.484,2.2,2.8,0.786,1,2.6,3.6,5.3,1,0.3,2.1,3.6,11.5,1.78
439,Aaron Williams\williaa01,PF,35,LAC,38,7,374,2.8,5.1,0.547,0,0.1,0,2.8,5,0.558,1.7,2.1,0.818,2.6,5.6,8.2,0.7,0.7,1.3,1.7,5.4,7.3,2.06
440,Alvin Williams\willial02,PG,32,LAC,2,0,10,0,7.2,0,0,3.6,0,0,3.6,0,7.2,14.4,0.5,3.6,0,3.6,10.8,7.2,0,10.8,0,7.2,1.96
441,Deron Williams\willide01,PG,22,UTA,80,80,2950,6,13.2,0.456,1,3.1,0.322,5,10.1,0.498,2.8,3.6,0.767,0.5,2.8,3.3,9.1,1,0.2,3,3.1,15.8,1.90
442,Eric Williams\willier01,SF,34,TOT,21,0,121,5.7,14,0.404,2.4,5.7,0.421,3.3,8.3,0.393,2.4,4.2,0.571,0.9,4.2,5.1,2.1,0.9,0,2.1,3.6,16.1,2.03
443,Jason Williams\willija02,PG,31,MIA,61,55,1865,4.5,11,0.413,1.9,5.7,0.339,2.6,5.3,0.493,1.8,2,0.913,0.3,2.4,2.7,6.2,1.1,0,1.9,1.3,12.8,1.85
444,Justin Williams\williju01,C,22,SAC,26,1,333,5.8,9.5,0.614,0,0.1,0,5.8,9.4,0.621,2.5,6.8,0.365,5.5,6.9,12.4,0.2,0.5,1.7,1.6,5.5,14.2,2.08
445,Lou Williams\willilo02,PG,20,PHI,61,0,688,4.9,11,0.441,0.6,1.9,0.324,4.2,9.1,0.466,3.3,4.8,0.696,0.9,2.8,3.7,5.8,1.2,0.1,2.4,2.2,13.7,1.85
446,Marcus Williams\willima03,PG,21,NJN,79,2,1315,5.7,14.4,0.395,1.3,4.5,0.282,4.4,9.9,0.446,2,2.3,0.847,0.8,3.7,4.5,7.1,0.8,0.1,3.9,2.6,14.6,1.90
447,Marvin Williams\willima02,PF,20,ATL,64,63,2179,5.1,11.7,0.433,0.2,0.7,0.244,4.9,10.9,0.446,3.6,4.4,0.815,1.4,4.2,5.6,2,0.9,0.5,2.1,3.2,13.9,2.03
448,Mo Williams\willima01,PG,24,MIL,68,68,2472,6.8,15.3,0.446,1.2,3.3,0.346,5.7,12,0.474,2.3,2.7,0.855,0.8,4,4.8,6.1,1.2,0.1,3,2.9,17.1,1.85
449,Shammond Williams\willish01,PG,31,LAL,30,0,345,3.7,9,0.407,2.1,5.2,0.4,1.6,3.8,0.417,0.4,0.6,0.667,1.1,3,4.2,3.2,1.3,0,1.4,2.1,9.8,1.85
450,Shawne Williams\willish03,SG,20,IND,46,3,556,4.9,10.4,0.469,1.2,3.4,0.365,3.6,7,0.519,0.7,1.3,0.55,2.1,3.2,5.4,1.4,0.4,0.5,1.6,4.5,11.7,2.06
451,Shelden Williams\willish02,PF,23,ATL,81,31,1514,3.9,8.7,0.455,0,0.1,0.5,3.9,8.6,0.454,2.6,3.4,0.764,3.1,7.2,10.3,1,1.2,0.9,2.3,4.7,10.6,2.06
452,Corliss Williamson\willico02,PF,33,SAC,68,1,1337,6.4,12.5,0.51,0,0.1,0,6.4,12.4,0.512,4,5.6,0.715,1.7,4.3,6,1.1,0.8,0.4,2.6,4.9,16.7,2.01
453,Kevin Willis\willike02,PF,44,DAL,5,0,43,4.2,10.9,0.385,0,0,,4.2,10.9,0.385,1.7,1.7,1,1.7,5,6.7,0.8,1.7,0.8,1.7,9.2,10,2.13
454,Metta World Peace\artesro01,SF,27,SAC,70,65,2641,6.2,14.2,0.44,1.3,3.5,0.358,5,10.6,0.468,4.2,5.7,0.74,1.4,4.8,6.2,3.2,2,0.6,2,2.8,17.9,2.01
455,Antoine Wright\wrighan01,SG,22,NJN,63,23,1137,3.5,7.9,0.438,0.6,1.9,0.322,2.9,6.1,0.474,1.4,2.3,0.603,1.2,4.3,5.5,1.7,0.9,0.3,1.4,3.8,9,2.01
456,Bracey Wright\wrighbr02,SG,22,MIN,19,0,190,4.5,11.4,0.4,1.1,3.8,0.3,3.4,7.6,0.45,2.5,3.4,0.722,1.3,2.7,4,2.8,1.7,0.2,1.1,1.1,12.7,1.90
457,Dorell Wright\wrighdo01,SF,21,MIA,66,19,1292,4.5,10.1,0.445,0.1,0.9,0.147,4.4,9.2,0.476,1.8,2.4,0.744,1.1,6.5,7.6,2.6,1.1,1.3,1.8,3.1,11,2.06
458,Lorenzen Wright\wrighlo02,C,31,ATL,67,31,1035,2.9,6.4,0.448,0,0,,2.9,6.4,0.448,0.3,1.1,0.281,3,4.6,7.5,1.4,1,1,1.4,7.1,6,2.11
